n_mfcc;delta_mode;norm_mode;n_components;covariance_type;n_mels;accuracy
16;1;1;20;diag;8;0,740909091
16;1;1;20;diag;10;0,759090909
16;1;1;20;diag;12;0,722727273
16;1;1;20;diag;14;0,690909091
16;1;1;20;diag;16;0,704545455
16;1;1;20;diag;18;0,7
16;1;1;20;diag;20;0,695454545
16;1;2;2;full;2;0,1
16;1;2;2;full;4;
16;1;2;2;full;6;
16;1;2;2;full;8;
16;1;2;2;full;10;
16;1;2;2;full;12;
16;1;2;2;full;14;
16;1;2;2;full;16;
16;1;2;2;full;18;
16;1;2;2;full;20;
16;1;2;2;diag;2;0,1
16;1;2;2;diag;4;0,618181818
16;1;2;2;diag;6;0,654545455
16;1;2;2;diag;8;0,768181818
16;1;2;2;diag;10;0,790909091
16;1;2;2;diag;12;0,781818182
16;1;2;2;diag;14;0,795454545
16;1;2;2;diag;16;0,795454545
16;1;2;2;diag;18;0,777272727
16;1;2;2;diag;20;0,804545455
16;1;2;4;full;2;0,1
16;1;2;4;full;4;
16;1;2;4;full;6;
16;1;2;4;full;8;
16;1;2;4;full;10;
16;1;2;4;full;12;
16;1;2;4;full;14;
16;1;2;4;full;16;
16;1;2;4;full;18;
16;1;2;4;full;20;
16;1;2;4;diag;2;0,1
16;1;2;4;diag;4;0,636363636
16;1;2;4;diag;6;0,690909091
16;1;2;4;diag;8;0,736363636
16;1;2;4;diag;10;0,790909091
16;1;2;4;diag;12;0,813636364
16;1;2;4;diag;14;0,795454545
16;1;2;4;diag;16;0,8
16;1;2;4;diag;18;0,777272727
16;1;2;4;diag;20;0,786363636
16;1;2;8;full;2;0,1
16;1;2;8;full;4;
16;1;2;8;full;6;
16;1;2;8;full;8;
16;1;2;8;full;10;
16;1;2;8;full;12;
16;1;2;8;full;14;
16;1;2;8;full;16;
16;1;2;8;full;18;
16;1;2;8;full;20;
16;1;2;8;diag;2;0,1
16;1;2;8;diag;4;0,595454545
16;1;2;8;diag;6;0,7
16;1;2;8;diag;8;0,731818182
16;1;2;8;diag;10;0,781818182
16;1;2;8;diag;12;0,772727273
16;1;2;8;diag;14;0,745454545
16;1;2;8;diag;16;0,75
16;1;2;8;diag;18;0,740909091
16;1;2;8;diag;20;0,740909091
16;1;2;10;full;2;0,1
16;1;2;10;full;4;
16;1;2;10;full;6;
16;1;2;10;full;8;
16;1;2;10;full;10;
16;1;2;10;full;12;
16;1;2;10;full;14;
16;1;2;10;full;16;
16;1;2;10;full;18;
16;1;2;10;full;20;
16;1;2;10;diag;2;0,1
16;1;2;10;diag;4;0,577272727
16;1;2;10;diag;6;0,695454545
16;1;2;10;diag;8;0,709090909
16;1;2;10;diag;10;0,754545455
16;1;2;10;diag;12;0,786363636
16;1;2;10;diag;14;0,754545455
16;1;2;10;diag;16;0,759090909
16;1;2;10;diag;18;0,736363636
16;1;2;10;diag;20;0,736363636
16;1;2;12;full;2;0,1
16;1;2;12;full;4;
16;1;2;12;full;6;
16;1;2;12;full;8;
16;1;2;12;full;10;
16;1;2;12;full;12;
16;1;2;12;full;14;
16;1;2;12;full;16;
16;1;2;12;full;18;
16;1;2;12;full;20;
16;1;2;12;diag;2;0,1
16;1;2;12;diag;4;0,613636364
16;1;2;12;diag;6;0,690909091
16;1;2;12;diag;8;0,718181818
16;1;2;12;diag;10;0,754545455
16;1;2;12;diag;12;0,759090909
16;1;2;12;diag;14;0,736363636
16;1;2;12;diag;16;0,763636364
16;1;2;12;diag;18;0,763636364
16;1;2;12;diag;20;0,690909091
16;1;2;14;full;2;0,1
16;1;2;14;full;4;
16;1;2;14;full;6;
16;1;2;14;full;8;
16;1;2;14;full;10;
16;1;2;14;full;12;
16;1;2;14;full;14;
16;1;2;14;full;16;
16;1;2;14;full;18;
16;1;2;14;full;20;
16;1;2;14;diag;2;0,1
16;1;2;14;diag;4;0,604545455
16;1;2;14;diag;6;0,659090909
16;1;2;14;diag;8;0,718181818
16;1;2;14;diag;10;0,722727273
16;1;2;14;diag;12;0,727272727
16;1;2;14;diag;14;0,722727273
16;1;2;14;diag;16;0,75
16;1;2;14;diag;18;0,745454545
16;1;2;14;diag;20;0,713636364
16;1;2;16;full;2;0,1
16;1;2;16;full;4;
16;1;2;16;full;6;
16;1;2;16;full;8;
16;1;2;16;full;10;
16;1;2;16;full;12;
16;1;2;16;full;14;
16;1;2;16;full;16;
16;1;2;16;full;18;
16;1;2;16;full;20;
16;1;2;16;diag;2;0,1
16;1;2;16;diag;4;0,613636364
16;1;2;16;diag;6;0,672727273
16;1;2;16;diag;8;0,7
16;1;2;16;diag;10;0,75
16;1;2;16;diag;12;0,718181818
16;1;2;16;diag;14;0,745454545
16;1;2;16;diag;16;0,75
16;1;2;16;diag;18;0,740909091
16;1;2;16;diag;20;0,713636364
16;1;2;18;full;2;0,1
16;1;2;18;full;4;
16;1;2;18;full;6;
16;1;2;18;full;8;
16;1;2;18;full;10;
16;1;2;18;full;12;
16;1;2;18;full;14;
16;1;2;18;full;16;
16;1;2;18;full;18;
16;1;2;18;full;20;
16;1;2;18;diag;2;0,1
16;1;2;18;diag;4;0,65
16;1;2;18;diag;6;0,686363636
16;1;2;18;diag;8;0,713636364
16;1;2;18;diag;10;0,754545455
16;1;2;18;diag;12;0,713636364
16;1;2;18;diag;14;0,731818182
16;1;2;18;diag;16;0,713636364
16;1;2;18;diag;18;0,740909091
16;1;2;18;diag;20;0,690909091
16;1;2;20;full;2;0,1
16;1;2;20;full;4;
16;1;2;20;full;6;
16;1;2;20;full;8;
16;1;2;20;full;10;
16;1;2;20;full;12;
16;1;2;20;full;14;
16;1;2;20;full;16;
16;1;2;20;full;18;
16;1;2;20;full;20;
16;1;2;20;diag;2;0,1
16;1;2;20;diag;4;0,645454545
16;1;2;20;diag;6;0,672727273
16;1;2;20;diag;8;0,718181818
16;1;2;20;diag;10;0,731818182
16;1;2;20;diag;12;0,727272727
16;1;2;20;diag;14;0,754545455
16;1;2;20;diag;16;0,7
16;1;2;20;diag;18;0,727272727
16;1;2;20;diag;20;0,681818182
16;1;3;2;full;2;0,1
16;1;3;2;full;4;0,5
16;1;3;2;full;6;0,659090909
16;1;3;2;full;8;0,75
16;1;3;2;full;10;0,745454545
16;1;3;2;full;12;0,75
16;1;3;2;full;14;0,75
16;1;3;2;full;16;0,740909091
16;1;3;2;full;18;0,75
16;1;3;2;full;20;0,75
16;1;3;2;diag;2;0,1
16;1;3;2;diag;4;0,522727273
16;1;3;2;diag;6;0,659090909
16;1;3;2;diag;8;0,736363636
16;1;3;2;diag;10;0,777272727
16;1;3;2;diag;12;0,772727273
16;1;3;2;diag;14;0,8
16;1;3;2;diag;16;0,818181818
16;1;3;2;diag;18;0,795454545
16;1;3;2;diag;20;0,781818182
16;1;3;4;full;2;0,1
16;1;3;4;full;4;0,381818182
16;1;3;4;full;6;0,7
16;1;3;4;full;8;0,663636364
16;1;3;4;full;10;0,727272727
16;1;3;4;full;12;0,759090909
16;1;3;4;full;14;0,704545455
16;1;3;4;full;16;0,681818182
16;1;3;4;full;18;0,668181818
16;1;3;4;full;20;0,659090909
16;1;3;4;diag;2;0,1
16;1;3;4;diag;4;0,431818182
16;1;3;4;diag;6;0,663636364
16;1;3;4;diag;8;0,745454545
16;1;3;4;diag;10;0,759090909
16;1;3;4;diag;12;0,786363636
16;1;3;4;diag;14;0,795454545
16;1;3;4;diag;16;0,795454545
16;1;3;4;diag;18;0,795454545
16;1;3;4;diag;20;0,795454545
16;1;3;8;full;2;0,1
16;1;3;8;full;4;0,531818182
16;1;3;8;full;6;0,704545455
16;1;3;8;full;8;0,677272727
16;1;3;8;full;10;0,672727273
16;1;3;8;full;12;0,704545455
16;1;3;8;full;14;0,645454545
16;1;3;8;full;16;0,636363636
16;1;3;8;full;18;0,636363636
16;1;3;8;full;20;0,622727273
16;1;3;8;diag;2;0,1
16;1;3;8;diag;4;0,540909091
16;1;3;8;diag;6;0,65
16;1;3;8;diag;8;0,718181818
16;1;3;8;diag;10;0,763636364
16;1;3;8;diag;12;0,759090909
16;1;3;8;diag;14;0,736363636
16;1;3;8;diag;16;0,718181818
16;1;3;8;diag;18;0,754545455
16;1;3;8;diag;20;0,740909091
16;1;3;10;full;2;0,1
16;1;3;10;full;4;0,513636364
16;1;3;10;full;6;0,654545455
16;1;3;10;full;8;0,645454545
16;1;3;10;full;10;0,659090909
16;1;3;10;full;12;0,7
16;1;3;10;full;14;0,627272727
16;1;3;10;full;16;0,595454545
16;1;3;10;full;18;0,586363636
16;1;3;10;full;20;0,581818182
16;1;3;10;diag;2;0,1
16;1;3;10;diag;4;0,486363636
16;1;3;10;diag;6;0,681818182
16;1;3;10;diag;8;0,713636364
16;1;3;10;diag;10;0,736363636
16;1;3;10;diag;12;0,75
16;1;3;10;diag;14;0,727272727
16;1;3;10;diag;16;0,731818182
16;1;3;10;diag;18;0,718181818
16;1;3;10;diag;20;0,718181818
16;1;3;12;full;2;0,1
16;1;3;12;full;4;0,513636364
16;1;3;12;full;6;0,663636364
16;1;3;12;full;8;0,645454545
16;1;3;12;full;10;0,672727273
16;1;3;12;full;12;0,636363636
16;1;3;12;full;14;0,609090909
16;1;3;12;full;16;0,536363636
16;1;3;12;full;18;0,572727273
16;1;3;12;full;20;0,559090909
16;1;3;12;diag;2;0,1
16;1;3;12;diag;4;0,518181818
16;1;3;12;diag;6;0,677272727
16;1;3;12;diag;8;0,695454545
16;1;3;12;diag;10;0,736363636
16;1;3;12;diag;12;0,786363636
16;1;3;12;diag;14;0,727272727
16;1;3;12;diag;16;0,713636364
16;1;3;12;diag;18;0,713636364
16;1;3;12;diag;20;0,695454545
16;1;3;14;full;2;0,1
16;1;3;14;full;4;0,486363636
16;1;3;14;full;6;0,65
16;1;3;14;full;8;0,618181818
16;1;3;14;full;10;0,631818182
16;1;3;14;full;12;0,613636364
16;1;3;14;full;14;0,563636364
16;1;3;14;full;16;0,536363636
16;1;3;14;full;18;0,563636364
16;1;3;14;full;20;0,509090909
16;1;3;14;diag;2;0,1
16;1;3;14;diag;4;
16;1;3;14;diag;6;0,7
16;1;3;14;diag;8;0,7
16;1;3;14;diag;10;0,713636364
16;1;3;14;diag;12;0,740909091
16;1;3;14;diag;14;0,727272727
16;1;3;14;diag;16;0,754545455
16;1;3;14;diag;18;0,690909091
16;1;3;14;diag;20;0,718181818
16;1;3;16;full;2;0,1
16;1;3;16;full;4;0,495454545
16;1;3;16;full;6;0,668181818
16;1;3;16;full;8;0,668181818
16;1;3;16;full;10;0,609090909
16;1;3;16;full;12;0,622727273
16;1;3;16;full;14;0,559090909
16;1;3;16;full;16;0,540909091
16;1;3;16;full;18;0,540909091
16;1;3;16;full;20;0,527272727
16;1;3;16;diag;2;0,1
16;1;3;16;diag;4;
16;1;3;16;diag;6;0,668181818
16;1;3;16;diag;8;0,709090909
16;1;3;16;diag;10;0,713636364
16;1;3;16;diag;12;0,75
16;1;3;16;diag;14;0,740909091
16;1;3;16;diag;16;0,713636364
16;1;3;16;diag;18;0,713636364
16;1;3;16;diag;20;0,686363636
16;1;3;18;full;2;0,1
16;1;3;18;full;4;0,486363636
16;1;3;18;full;6;0,645454545
16;1;3;18;full;8;0,631818182
16;1;3;18;full;10;0,6
16;1;3;18;full;12;0,577272727
16;1;3;18;full;14;0,531818182
16;1;3;18;full;16;0,504545455
16;1;3;18;full;18;0,531818182
16;1;3;18;full;20;0,459090909
16;1;3;18;diag;2;0,1
16;1;3;18;diag;4;
16;1;3;18;diag;6;0,681818182
16;1;3;18;diag;8;0,7
16;1;3;18;diag;10;0,704545455
16;1;3;18;diag;12;0,727272727
16;1;3;18;diag;14;0,75
16;1;3;18;diag;16;0,695454545
16;1;3;18;diag;18;0,713636364
16;1;3;18;diag;20;0,690909091
16;1;3;20;full;2;0,1
16;1;3;20;full;4;0,490909091
16;1;3;20;full;6;0,636363636
16;1;3;20;full;8;0,645454545
16;1;3;20;full;10;0,604545455
16;1;3;20;full;12;0,586363636
16;1;3;20;full;14;0,540909091
16;1;3;20;full;16;0,486363636
16;1;3;20;full;18;0,454545455
16;1;3;20;full;20;0,454545455
16;1;3;20;diag;2;0,1
16;1;3;20;diag;4;
16;1;3;20;diag;6;0,65
16;1;3;20;diag;8;0,677272727
16;1;3;20;diag;10;0,709090909
16;1;3;20;diag;12;0,704545455
16;1;3;20;diag;14;0,731818182
16;1;3;20;diag;16;0,727272727
16;1;3;20;diag;18;0,681818182
16;1;3;20;diag;20;0,659090909
16;2;1;2;full;2;
16;2;1;2;full;4;
16;2;1;2;full;6;
16;2;1;2;full;8;
16;2;1;2;full;10;
16;2;1;2;full;12;
16;2;1;2;full;14;
16;2;1;2;full;16;
16;2;1;2;full;18;
16;2;1;2;full;20;
16;2;1;2;diag;2;
16;2;1;2;diag;4;
16;2;1;2;diag;6;
16;2;1;2;diag;8;
16;2;1;2;diag;10;0,659090909
16;2;1;2;diag;12;0,768181818
16;2;1;2;diag;14;0,790909091
16;2;1;2;diag;16;0,772727273
16;2;1;2;diag;18;0,75
16;2;1;2;diag;20;0,781818182
16;2;1;4;full;2;
16;2;1;4;full;4;
16;2;1;4;full;6;
16;2;1;4;full;8;
16;2;1;4;full;10;
16;2;1;4;full;12;
16;2;1;4;full;14;
16;2;1;4;full;16;
16;2;1;4;full;18;
16;2;1;4;full;20;
16;2;1;4;diag;2;
16;2;1;4;diag;4;
16;2;1;4;diag;6;
16;2;1;4;diag;8;
16;2;1;4;diag;10;0,668181818
16;2;1;4;diag;12;0,763636364
16;2;1;4;diag;14;0,8
16;2;1;4;diag;16;0,777272727
16;2;1;4;diag;18;0,75
16;2;1;4;diag;20;0,763636364
16;2;1;8;full;2;
16;2;1;8;full;4;
16;2;1;8;full;6;
16;2;1;8;full;8;
16;2;1;8;full;10;
16;2;1;8;full;12;
16;2;1;8;full;14;
16;2;1;8;full;16;
16;2;1;8;full;18;
16;2;1;8;full;20;
16;2;1;8;diag;2;
16;2;1;8;diag;4;
16;2;1;8;diag;6;
16;2;1;8;diag;8;
16;2;1;8;diag;10;0,718181818
16;2;1;8;diag;12;0,718181818
16;2;1;8;diag;14;0,777272727
16;2;1;8;diag;16;0,763636364
16;2;1;8;diag;18;0,75
16;2;1;8;diag;20;0,740909091
16;2;1;10;full;2;
16;2;1;10;full;4;
16;2;1;10;full;6;
16;2;1;10;full;8;
16;2;1;10;full;10;
16;2;1;10;full;12;
16;2;1;10;full;14;
16;2;1;10;full;16;
16;2;1;10;full;18;
16;2;1;10;full;20;
16;2;1;10;diag;2;
16;2;1;10;diag;4;
16;2;1;10;diag;6;
16;2;1;10;diag;8;
16;2;1;10;diag;10;0,7
16;2;1;10;diag;12;0,75
16;2;1;10;diag;14;0,759090909
16;2;1;10;diag;16;0,727272727
16;2;1;10;diag;18;0,75
16;2;1;10;diag;20;0,740909091
16;2;1;12;full;2;
16;2;1;12;full;4;
16;2;1;12;full;6;
16;2;1;12;full;8;
16;2;1;12;full;10;
16;2;1;12;full;12;
16;2;1;12;full;14;
16;2;1;12;full;16;
16;2;1;12;full;18;
16;2;1;12;full;20;
16;2;1;12;diag;2;
16;2;1;12;diag;4;
16;2;1;12;diag;6;
16;2;1;12;diag;8;
16;2;1;12;diag;10;0,704545455
16;2;1;12;diag;12;0,727272727
16;2;1;12;diag;14;0,75
16;2;1;12;diag;16;0,722727273
16;2;1;12;diag;18;0,740909091
16;2;1;12;diag;20;0,75
16;2;1;14;full;2;
16;2;1;14;full;4;
16;2;1;14;full;6;
16;2;1;14;full;8;
16;2;1;14;full;10;
16;2;1;14;full;12;
16;2;1;14;full;14;
16;2;1;14;full;16;
16;2;1;14;full;18;
16;2;1;14;full;20;
16;2;1;14;diag;2;
16;2;1;14;diag;4;
16;2;1;14;diag;6;
16;2;1;14;diag;8;
16;2;1;14;diag;10;0,65
16;2;1;14;diag;12;0,745454545
16;2;1;14;diag;14;0,731818182
16;2;1;14;diag;16;0,713636364
16;2;1;14;diag;18;0,75
16;2;1;14;diag;20;0,736363636
16;2;1;16;full;2;
16;2;1;16;full;4;
16;2;1;16;full;6;
16;2;1;16;full;8;
16;2;1;16;full;10;
16;2;1;16;full;12;
16;2;1;16;full;14;
16;2;1;16;full;16;
16;2;1;16;full;18;
16;2;1;16;full;20;
16;2;1;16;diag;2;
16;2;1;16;diag;4;
16;2;1;16;diag;6;
16;2;1;16;diag;8;
16;2;1;16;diag;10;0,65
16;2;1;16;diag;12;0,690909091
16;2;1;16;diag;14;0,727272727
16;2;1;16;diag;16;0,736363636
16;2;1;16;diag;18;0,718181818
16;2;1;16;diag;20;0,713636364
16;2;1;18;full;2;
16;2;1;18;full;4;
16;2;1;18;full;6;
16;2;1;18;full;8;
16;2;1;18;full;10;
16;2;1;18;full;12;
16;2;1;18;full;14;
16;2;1;18;full;16;
16;2;1;18;full;18;
16;2;1;18;full;20;
16;2;1;18;diag;2;
16;2;1;18;diag;4;
16;2;1;18;diag;6;
16;2;1;18;diag;8;
16;2;1;18;diag;10;0,645454545
16;2;1;18;diag;12;0,686363636
16;2;1;18;diag;14;0,704545455
16;2;1;18;diag;16;0,681818182
16;2;1;18;diag;18;0,718181818
16;2;1;18;diag;20;0,75
16;2;1;20;full;2;
16;2;1;20;full;4;
16;2;1;20;full;6;
16;2;1;20;full;8;
16;2;1;20;full;10;
16;2;1;20;full;12;
16;2;1;20;full;14;
16;2;1;20;full;16;
16;2;1;20;full;18;
16;2;1;20;full;20;
16;2;1;20;diag;2;
16;2;1;20;diag;4;
16;2;1;20;diag;6;
16;2;1;20;diag;8;
16;2;1;20;diag;10;0,640909091
16;2;1;20;diag;12;0,731818182
16;2;1;20;diag;14;0,736363636
16;2;1;20;diag;16;0,731818182
16;2;1;20;diag;18;0,713636364
16;2;1;20;diag;20;0,722727273
16;2;2;2;full;2;
16;2;2;2;full;4;
16;2;2;2;full;6;
16;2;2;2;full;8;
16;2;2;2;full;10;
16;2;2;2;full;12;
16;2;2;2;full;14;
16;2;2;2;full;16;
16;2;2;2;full;18;
16;2;2;2;full;20;
16;2;2;2;diag;2;
16;2;2;2;diag;4;
16;2;2;2;diag;6;
16;2;2;2;diag;8;
16;2;2;2;diag;10;0,622727273
16;2;2;2;diag;12;0,736363636
16;2;2;2;diag;14;0,777272727
16;2;2;2;diag;16;0,731818182
16;2;2;2;diag;18;0,759090909
16;2;2;2;diag;20;0,763636364
16;2;2;4;full;2;
16;2;2;4;full;4;
16;2;2;4;full;6;
16;2;2;4;full;8;
16;2;2;4;full;10;
16;2;2;4;full;12;
16;2;2;4;full;14;
16;2;2;4;full;16;
16;2;2;4;full;18;
16;2;2;4;full;20;
16;2;2;4;diag;2;
16;2;2;4;diag;4;
16;2;2;4;diag;6;
16;2;2;4;diag;8;
16;2;2;4;diag;10;0,681818182
16;2;2;4;diag;12;0,75
16;2;2;4;diag;14;0,795454545
16;2;2;4;diag;16;0,786363636
16;2;2;4;diag;18;0,772727273
16;2;2;4;diag;20;0,8
16;2;2;8;full;2;
16;2;2;8;full;4;
16;2;2;8;full;6;
16;2;2;8;full;8;
16;2;2;8;full;10;
16;2;2;8;full;12;
16;2;2;8;full;14;
16;2;2;8;full;16;
16;2;2;8;full;18;
16;2;2;8;full;20;
16;2;2;8;diag;2;
16;2;2;8;diag;4;
16;2;2;8;diag;6;
16;2;2;8;diag;8;
16;2;2;8;diag;10;0,713636364
16;2;2;8;diag;12;0,768181818
16;2;2;8;diag;14;0,745454545
16;2;2;8;diag;16;0,763636364
16;2;2;8;diag;18;0,75
16;2;2;8;diag;20;0,777272727
16;2;2;10;full;2;
16;2;2;10;full;4;
16;2;2;10;full;6;
16;2;2;10;full;8;
16;2;2;10;full;10;
16;2;2;10;full;12;
16;2;2;10;full;14;
16;2;2;10;full;16;
16;2;2;10;full;18;
16;2;2;10;full;20;
16;2;2;10;diag;2;
16;2;2;10;diag;4;
16;2;2;10;diag;6;
16;2;2;10;diag;8;
16;2;2;10;diag;10;0,681818182
16;2;2;10;diag;12;0,763636364
16;2;2;10;diag;14;0,704545455
16;2;2;10;diag;16;0,75
16;2;2;10;diag;18;0,722727273
16;2;2;10;diag;20;0,763636364
16;2;2;12;full;2;
16;2;2;12;full;4;
16;2;2;12;full;6;
16;2;2;12;full;8;
16;2;2;12;full;10;
16;2;2;12;full;12;
16;2;2;12;full;14;
16;2;2;12;full;16;
16;2;2;12;full;18;
16;2;2;12;full;20;
16;2;2;12;diag;2;
16;2;2;12;diag;4;
16;2;2;12;diag;6;
16;2;2;12;diag;8;
16;2;2;12;diag;10;0,695454545
16;2;2;12;diag;12;0,731818182
16;2;2;12;diag;14;0,754545455
16;2;2;12;diag;16;0,736363636
16;2;2;12;diag;18;0,713636364
16;2;2;12;diag;20;0,75
16;2;2;14;full;2;
16;2;2;14;full;4;
16;2;2;14;full;6;
16;2;2;14;full;8;
16;2;2;14;full;10;
16;2;2;14;full;12;
16;2;2;14;full;14;
16;2;2;14;full;16;
16;2;2;14;full;18;
16;2;2;14;full;20;
16;2;2;14;diag;2;
16;2;2;14;diag;4;
16;2;2;14;diag;6;
16;2;2;14;diag;8;
16;2;2;14;diag;10;0,681818182
16;2;2;14;diag;12;0,722727273
16;2;2;14;diag;14;0,754545455
16;2;2;14;diag;16;0,75
16;2;2;14;diag;18;0,718181818
16;2;2;14;diag;20;0,722727273
16;2;2;16;full;2;
16;2;2;16;full;4;
16;2;2;16;full;6;
16;2;2;16;full;8;
16;2;2;16;full;10;
16;2;2;16;full;12;
16;2;2;16;full;14;
16;2;2;16;full;16;
16;2;2;16;full;18;
16;2;2;16;full;20;
16;2;2;16;diag;2;
16;2;2;16;diag;4;
16;2;2;16;diag;6;
16;2;2;16;diag;8;
16;2;2;16;diag;10;0,672727273
16;2;2;16;diag;12;0,681818182
16;2;2;16;diag;14;0,736363636
16;2;2;16;diag;16;0,713636364
16;2;2;16;diag;18;0,695454545
16;2;2;16;diag;20;0,759090909
16;2;2;18;full;2;
16;2;2;18;full;4;
16;2;2;18;full;6;
16;2;2;18;full;8;
16;2;2;18;full;10;
16;2;2;18;full;12;
16;2;2;18;full;14;
16;2;2;18;full;16;
16;2;2;18;full;18;
16;2;2;18;full;20;
16;2;2;18;diag;2;
16;2;2;18;diag;4;
16;2;2;18;diag;6;
16;2;2;18;diag;8;
16;2;2;18;diag;10;0,654545455
16;2;2;18;diag;12;0,695454545
16;2;2;18;diag;14;0,736363636
16;2;2;18;diag;16;0,713636364
16;2;2;18;diag;18;0,713636364
16;2;2;18;diag;20;0,777272727
16;2;2;20;full;2;
16;2;2;20;full;4;
16;2;2;20;full;6;
16;2;2;20;full;8;
16;2;2;20;full;10;
16;2;2;20;full;12;
16;2;2;20;full;14;
16;2;2;20;full;16;
16;2;2;20;full;18;
16;2;2;20;full;20;
16;2;2;20;diag;2;
16;2;2;20;diag;4;
16;2;2;20;diag;6;
16;2;2;20;diag;8;
16;2;2;20;diag;10;0,659090909
16;2;2;20;diag;12;0,681818182
16;2;2;20;diag;14;0,690909091
16;2;2;20;diag;16;0,695454545
16;2;2;20;diag;18;0,731818182
16;2;2;20;diag;20;0,727272727
16;2;3;2;full;2;
16;2;3;2;full;4;
16;2;3;2;full;6;
16;2;3;2;full;8;
16;2;3;2;full;10;0,754545455
16;2;3;2;full;12;0,759090909
16;2;3;2;full;14;0,763636364
16;2;3;2;full;16;0,740909091
16;2;3;2;full;18;0,75
16;2;3;2;full;20;0,754545455
16;2;3;2;diag;2;
16;2;3;2;diag;4;
16;2;3;2;diag;6;
16;2;3;2;diag;8;
16;2;3;2;diag;10;0,627272727
16;2;3;2;diag;12;0,727272727
16;2;3;2;diag;14;0,727272727
16;2;3;2;diag;16;0,745454545
16;2;3;2;diag;18;0,740909091
16;2;3;2;diag;20;0,736363636
16;2;3;4;full;2;
16;2;3;4;full;4;
16;2;3;4;full;6;
16;2;3;4;full;8;
16;2;3;4;full;10;0,718181818
16;2;3;4;full;12;0,768181818
16;2;3;4;full;14;0,713636364
16;2;3;4;full;16;0,690909091
16;2;3;4;full;18;0,668181818
16;2;3;4;full;20;0,65
16;2;3;4;diag;2;
16;2;3;4;diag;4;
16;2;3;4;diag;6;
16;2;3;4;diag;8;
16;2;3;4;diag;10;0,645454545
16;2;3;4;diag;12;0,763636364
16;2;3;4;diag;14;0,809090909
16;2;3;4;diag;16;0,781818182
16;2;3;4;diag;18;0,736363636
16;2;3;4;diag;20;0,768181818
16;2;3;8;full;2;
16;2;3;8;full;4;
16;2;3;8;full;6;
16;2;3;8;full;8;
16;2;3;8;full;10;0,686363636
16;2;3;8;full;12;0,704545455
16;2;3;8;full;14;0,645454545
16;2;3;8;full;16;0,636363636
16;2;3;8;full;18;0,631818182
16;2;3;8;full;20;0,618181818
16;2;3;8;diag;2;
16;2;3;8;diag;4;
16;2;3;8;diag;6;
16;2;3;8;diag;8;
16;2;3;8;diag;10;0,677272727
16;2;3;8;diag;12;0,736363636
16;2;3;8;diag;14;0,759090909
16;2;3;8;diag;16;0,727272727
16;2;3;8;diag;18;0,736363636
16;2;3;8;diag;20;0,75
16;2;3;10;full;2;
16;2;3;10;full;4;
16;2;3;10;full;6;
16;2;3;10;full;8;
16;2;3;10;full;10;0,663636364
16;2;3;10;full;12;0,654545455
16;2;3;10;full;14;0,604545455
16;2;3;10;full;16;0,622727273
16;2;3;10;full;18;0,595454545
16;2;3;10;full;20;0,6
16;2;3;10;diag;2;
16;2;3;10;diag;4;
16;2;3;10;diag;6;
16;2;3;10;diag;8;
16;2;3;10;diag;10;0,681818182
16;2;3;10;diag;12;0,727272727
16;2;3;10;diag;14;0,759090909
16;2;3;10;diag;16;0,722727273
16;2;3;10;diag;18;0,722727273
16;2;3;10;diag;20;0,731818182
16;2;3;12;full;2;
16;2;3;12;full;4;
16;2;3;12;full;6;
16;2;3;12;full;8;
16;2;3;12;full;10;0,677272727
16;2;3;12;full;12;0,640909091
16;2;3;12;full;14;0,609090909
16;2;3;12;full;16;0,572727273
16;2;3;12;full;18;0,527272727
16;2;3;12;full;20;0,568181818
16;2;3;12;diag;2;
16;2;3;12;diag;4;
16;2;3;12;diag;6;
16;2;3;12;diag;8;
16;2;3;12;diag;10;0,7
16;2;3;12;diag;12;0,759090909
16;2;3;12;diag;14;0,754545455
16;2;3;12;diag;16;0,745454545
16;2;3;12;diag;18;0,722727273
16;2;3;12;diag;20;0,718181818
16;2;3;14;full;2;
16;2;3;14;full;4;
16;2;3;14;full;6;
16;2;3;14;full;8;
16;2;3;14;full;10;0,668181818
16;2;3;14;full;12;0,618181818
16;2;3;14;full;14;0,577272727
16;2;3;14;full;16;0,522727273
16;2;3;14;full;18;0,522727273
16;2;3;14;full;20;0,5
16;2;3;14;diag;2;
16;2;3;14;diag;4;
16;2;3;14;diag;6;
16;2;3;14;diag;8;
16;2;3;14;diag;10;0,7
16;2;3;14;diag;12;0,740909091
16;2;3;14;diag;14;0,718181818
16;2;3;14;diag;16;0,718181818
16;2;3;14;diag;18;0,727272727
16;2;3;14;diag;20;0,704545455
16;2;3;16;full;2;
16;2;3;16;full;4;
16;2;3;16;full;6;
16;2;3;16;full;8;
16;2;3;16;full;10;0,636363636
16;2;3;16;full;12;0,609090909
16;2;3;16;full;14;0,55
16;2;3;16;full;16;0,536363636
16;2;3;16;full;18;0,509090909
16;2;3;16;full;20;0,513636364
16;2;3;16;diag;2;
16;2;3;16;diag;4;
16;2;3;16;diag;6;
16;2;3;16;diag;8;
16;2;3;16;diag;10;0,690909091
16;2;3;16;diag;12;0,704545455
16;2;3;16;diag;14;0,736363636
16;2;3;16;diag;16;0,718181818
16;2;3;16;diag;18;0,686363636
16;2;3;16;diag;20;0,713636364
16;2;3;18;full;2;
16;2;3;18;full;4;
16;2;3;18;full;6;
16;2;3;18;full;8;
